Appointee	705 716 778 727 
Details	786 716 833 725 
S.No.	32 745 69 754 
Name	165 744 205 753 
Relationship	319 741 407 753 
Age	460 743 488 754 
%	529 745 544 754 
Appointee	614 740 686 751 
Age	750 745 778 757 
Relationship	842 740 929 752 
with	312 754 341 763 
proposer	346 756 409 765 
Name	631 753 671 762 
with	835 753 864 763 
Nominee	869 753 931 763 
1	48 780 54 789 
MENAKA	144 780 207 789 
G	210 780 221 789 
Spouse	333 779 383 790 
31	463 780 478 789 
100	524 781 548 790 
In	18 797 29 805 
witness	34 797 83 806 
whereof	87 797 141 805 
the	144 797 165 805 
undersigned	169 797 251 808 
being	255 797 291 808 
authorized	295 797 364 806 
by	369 797 385 808 
and	389 797 414 806 
on	418 799 435 806 
behalf	439 797 480 806 
of	484 797 497 806 
the	501 797 521 805 
company	526 798 586 808 
has	591 797 614 806 
set	618 797 639 806 
his	643 797 662 806 
hand	666 797 699 806 
at	708 797 721 806 
Branch	725 797 772 806 
Office	776 797 814 806 
-Gandhipuram	819 797 914 808 
on	918 799 934 806 
16th	939 797 967 805 
Entered	16 831 62 839 
by	65 831 79 841 
:	116 832 119 838 
SH70109	125 830 179 838 
For	655 827 675 834 
Star	678 827 702 835 
Health	706 827 744 835 
and	747 827 769 834 
Allied	772 827 805 834 
Insurance	808 827 865 835 
Company	869 827 925 837 
Ltd.	929 827 950 835 
Approved	17 848 74 858 
by	77 848 91 858 
:	117 849 120 855 
SH70109	126 848 181 856 
R.Mor	738 850 833 879 
Authorised	742 881 805 889 
Signatory	808 881 863 891 
Please	747 926 782 933 
see	785 927 804 933 
overleaf	806 926 848 933 
3	874 925 882 933 
of	903 926 916 935 
6	925 924 934 933 

STAR	49 25 132 43 
Health	140 36 166 42 
Personal	65 44 96 50 
&	98 44 105 50 
Caring	106 44 131 51 
Insurance	141 44 178 50 
Star	187 40 244 57 
Health	255 40 348 57 
and	360 40 412 57 
Allied	422 40 508 57 
Insurance	521 40 655 57 
Company	667 40 807 60 
Limited	818 40 924 57 
The	34 55 48 60 
Health	51 54 78 60 
Insurance	79 55 120 60 
Specialist	122 55 164 61 
TAX	29 72 62 82 
Invoice	67 72 122 82 
STAR	778 91 885 112 
Health	897 103 929 110 
Personal	801 112 843 120 
&	844 113 852 119 
Caring	855 112 885 120 
Insurance	898 113 945 119 
The	763 124 781 130 
Health	784 124 818 131 
Insurance	821 124 872 130 
Specialist	875 124 926 132 
Invoice	28 143 73 152 
No.	78 143 99 152 
:	148 147 151 153 
3L511Y23P0000239	172 144 307 153 
Customer	472 142 536 151 
ID	541 142 554 151 
:	635 147 638 153 
AA0017708455	658 143 761 152 
Invoice	27 161 72 170 
Date	78 161 108 170 
:	146 166 150 172 
14/03/23	173 161 229 170 
Policy	474 162 512 173 
No	516 162 535 171 
:	636 166 640 173 
P/211223/01/2023/004659	661 163 833 172 
Recipient	118 181 179 192 
Supplier	635 180 689 190 
GSTIN	26 202 71 211 
:	146 205 150 212 
GSTIN	473 201 518 210 
:	635 206 639 212 
03AAJCS4517L1Z8	660 203 790 212 
Proposer's	26 220 95 231 
:	147 222 151 229 
Mohit	174 219 209 228 
Mittal	214 219 248 228 
NAME	475 219 516 227 
:	637 223 641 230 
Star	660 220 687 229 
Health	692 220 734 229 
and	739 220 763 229 
Allied	768 220 804 229 
Insurance	809 220 873 229 
Co	878 220 896 229 
Ltd	902 220 921 229 
Name	25 233 64 241 
-	660 237 665 240 
Branch	669 233 715 242 
Office	720 233 758 242 
-	762 237 768 240 
Sangrur	772 233 824 244 
Address	25 251 79 260 
:	147 254 151 260 
S/O	172 251 198 260 
Som	202 251 232 260 
nath	236 251 264 260 
ram	269 253 294 260 
singh	298 251 334 262 
kundan	338 251 385 260 
Address	472 252 526 261 
:	637 255 641 262 
1st	662 252 681 260 
Floor,	685 251 722 262 
Sunami	727 251 776 260 
Gate,	781 251 815 262 
Sangrur,	821 251 876 262 
street	172 264 209 273 
above	661 265 701 273 
Ward	173 277 208 287 
number	213 278 263 287 
9	266 278 275 287 
cinema	279 278 326 287 
road	331 278 360 287 
mansa	364 280 408 287 
IDBI	661 279 689 288 
Bank,	694 279 731 289 
Sangrur	735 279 788 290 
-	791 283 796 285 
148001	802 280 849 288 
City	26 310 51 321 
:	146 313 149 320 
City	473 312 498 323 
:	637 313 641 320 
SANGRUR	661 311 735 320 
State	27 331 61 340 
:	147 335 151 342 
Punjab	174 331 219 343 
State	472 331 506 340 
:	636 333 639 339 
Punjab	663 331 708 342 
Pincode	27 351 79 360 
:	147 356 151 363 
151505	175 353 224 362 
Pincode	473 351 525 360 
:	636 354 639 361 
148001	663 352 709 361 
Client	26 371 64 380 
Category	68 371 127 383 
:	147 374 150 381 
IND	175 372 199 380 
Place	472 371 508 380 
of	512 371 525 380 
Supply	529 371 574 382 
:	636 375 640 382 
3	663 372 671 380 
Punjab	684 371 729 382 
HSN	35 398 66 407 
/	69 398 75 407 
Description	102 399 174 410 
of	179 399 192 407 
Total	224 396 256 405 
Discount	292 396 349 405 
TaxableValue	367 396 455 405 
IGST	468 396 502 405 
@	506 397 519 405 
18%	525 397 554 405 
CGST	562 397 603 406 
@9%	608 397 642 406 
UT/SGST@9%	651 397 751 406 
CESS@1%	756 397 831 407 
Total	837 396 870 405 
Invoice	875 397 921 405 
Value	925 397 962 405 
SAC	39 411 69 420 
Service(s)	113 411 178 423 
A	234 419 245 427 
B	315 419 325 427 
C=A-B	375 419 435 428 
D	466 418 476 427 
=	481 421 489 425 
C	494 418 504 427 
*	508 418 514 422 
IGST	518 418 552 427 
E	588 417 598 426 
C	614 417 625 426 
F	653 417 661 426 
=	665 421 675 425 
C	678 417 689 426 
*UTGST	693 417 748 427 
G=C*Cess	759 414 828 423 
H=C+D+E+F+G	846 417 950 426 
Code	36 424 72 433 
*CGST	583 430 629 439 
or	671 432 685 439 
SGST	688 430 728 439 
997133	29 452 84 462 
Insurance	106 450 169 459 
21475	221 449 262 458 
0	316 450 324 458 
21475	390 451 431 459 
1933	592 451 623 460 
1933	687 452 718 460 
Rs.	843 452 864 461 
25341	868 453 908 461 
Services	110 463 166 472 
Total	26 482 59 491 
Invoice	64 482 110 491 
Value	114 482 152 490 
(in	156 482 172 493 
Figures)	177 482 230 493 
:	306 486 309 492 
Rs.	329 483 349 492 
25341	354 483 393 492 
Total	28 502 61 511 
Invoice	65 502 111 510 
Value	115 502 153 511 
(in	158 502 173 513 
Words)	177 502 224 513 
:	307 504 311 511 
Rupees:	329 501 382 512 
Twenty-five	391 501 466 512 
thousand	470 501 531 510 
three	328 514 361 523 
hundred	366 514 419 523 
forty-one	424 514 482 525 
only	486 514 513 525 
Amount	28 533 79 541 
of	82 533 95 541 
Tax	99 533 124 542 
Subject	128 533 176 543 
to	180 533 193 541 
reverse	197 535 246 542 
Charge	251 533 298 543 
:	307 536 310 542 
No	329 533 348 542 
Important	28 565 102 577 
Note:	106 565 146 575 
The	26 591 52 600 
invoice	56 591 101 600 
is	106 591 116 600 
issued	121 591 163 600 
as	167 593 182 600 
per	187 593 208 602 
Section	212 591 261 600 
31	265 591 280 600 
of	286 591 299 600 
the	302 591 322 600 
CGST	327 591 368 600 
Act	371 591 393 600 
In	27 617 38 625 
case	43 618 74 625 
no	78 618 94 625 
GSTIN	99 616 143 625 
or	148 618 161 625 
incorrect	165 617 221 625 
GSTIN	224 616 269 624 
is	275 617 285 625 
provided	289 616 345 627 
by	349 616 365 627 
the	369 617 389 625 
Proposer	394 616 454 627 
at	458 617 471 625 
Proposal	474 616 531 627 
stage,	536 617 575 627 
Star	580 616 607 625 
Health	612 616 654 625 
and	658 616 682 625 
Allied	686 616 722 625 
Insurance	726 616 791 625 
Co	795 616 814 625 
Ltd	818 617 838 625 
shall	843 616 873 625 
not	877 617 898 625 
be	902 616 918 625 
responsible	27 629 101 640 
for	105 629 123 637 
any	127 631 151 640 
Input	155 629 188 639 
Tax	191 629 216 638 
Credit	220 629 259 638 
losses	264 629 305 637 
and	309 629 334 638 
no	338 631 354 638 
subsequent	359 629 435 640 
revision	439 629 489 638 
of	494 629 506 638 
invoice	510 629 555 638 
will	559 629 580 637 
be	584 629 601 638 
undertaken.	604 629 681 638 
I/We	26 642 59 651 
hereby	64 642 116 653 
declare	122 642 178 652 
that	184 642 213 652 
though	218 642 272 654 
our	278 644 304 652 
aggregate	309 642 387 654 
turnover	391 642 458 652 
in	462 642 476 652 
any	481 644 509 654 
preceding	514 642 591 654 
financial	596 642 662 652 
year	667 644 701 654 
from	705 642 741 652 
2017-18	746 642 806 652 
onwards	811 642 877 652 
is	883 642 895 651 
more	26 657 65 665 
than	70 656 104 665 
the	109 656 134 665 
aggregate	138 656 215 668 
turnover	220 656 286 665 
notified	292 655 349 665 
under	355 655 401 665 
sub-rule	405 656 469 665 
(4)	475 655 494 667 
of	498 655 514 665 
rule	519 656 548 665 
48,	553 656 575 667 
we	580 657 602 665 
are	606 657 631 665 
not	636 656 661 665 
required	666 656 730 668 
to	735 656 750 665 
prepare	756 657 815 667 
an	821 657 838 665 
invoice	844 655 899 665 
in	905 656 918 665 
terms	25 670 69 679 
of	74 669 89 678 
the	94 669 119 678 
provisions	124 669 205 681 
of	211 669 226 679 
the	231 669 255 678 
said	260 669 291 679 
sub-rule.	297 669 365 679 
E.	26 684 39 693 
&	44 684 54 693 
O.E	58 684 84 693 
This	28 703 55 712 
is	60 703 71 712 
a	75 705 83 712 
digitally	86 703 136 714 
signed	140 703 183 714 
document	187 703 252 712 
and	256 703 280 712 
hence	285 703 324 712 
no	329 705 345 712 
physical	349 703 402 714 
signature	406 703 466 714 
is	471 703 482 712 
required	486 703 539 713 
IRDAI	28 723 75 734 
Regn.	82 723 129 737 
No	137 723 159 734 
129	166 724 195 734 
Corporate	205 723 290 737 
Identity	296 723 359 737 
Number	366 723 432 734 
L66010TN2005PLC056649	443 723 662 734 
Email	674 723 720 734 
ID	727 723 745 734 
stargst@starhealth.in	753 723 957 737 
Place	17 816 45 823 
:	115 818 118 823 
Patiala	125 816 160 823 
For	805 815 822 822 
and	825 816 844 823 
on	847 817 859 822 
behalf	863 815 894 823 
of	897 815 908 822 
Star	736 825 757 832 
Health	761 825 794 832 
and	796 825 816 832 
Allied	818 825 846 832 
Insurance	850 825 900 832 
Company	904 825 952 833 
Ltd.	956 825 974 832 
Collection	15 831 65 838 
Date	69 832 93 839 
:	115 831 118 837 
14/03/2023	125 831 181 838 
Entered	16 846 61 854 
by	65 846 79 856 
:	115 850 117 855 
PREMIA	124 846 173 853 
R.Mos	794 842 884 868 
Approved	15 863 71 873 
by	75 863 88 873 
:	114 867 117 873 
PORTAL	123 863 175 871 
All	16 888 29 896 
the	32 888 48 895 
amounts	51 889 95 895 
mentioned	98 888 152 896 
in	155 888 164 895 
this	166 888 185 895 
policy	188 889 217 897 
are	220 890 236 896 
in	240 888 249 895 
Indian	252 888 283 895 
Rupees	287 888 326 897 
Authorised	800 885 855 892 
Signatory	859 885 907 893 
5	870 924 878 933 
of	887 924 901 933 
5	906 924 914 933 
Regd.&Corporate	15 974 104 983 
Office:1,New	107 974 172 982 
Tank	175 974 201 981 
Street,	204 974 236 982 
Valluvar	238 974 280 981 
Kottam	282 974 318 981 
High	322 974 345 983 
Road,Nungambakkam,Che	350 974 486 983 
-	511 977 515 980 
600034,Phone	520 974 591 982 
:	596 976 599 981 
-28302700	619 974 679 981 
28288800	688 974 740 981 
Toll	743 974 761 981 
Free	765 974 788 981 
Fax	792 974 810 981 
No:	814 974 831 981 
1800-425-5522	835 974 912 981 
Toll	915 974 934 981 
Free	937 974 960 981 
No:1800-425-2255	115 984 204 991 
/	206 984 211 991 
1800-102-4477,CIN	214 984 312 992 
L66010TN2005PLC056649	323 984 463 991 
Email	466 984 495 991 
:support@starthealth.in	497 984 617 993 
Website	622 984 664 991 
:www.starhealth.in	667 984 760 991 
IRDAI	764 984 795 991 
Regn.no:	798 984 844 993 
129	848 984 865 991 

SENIOR	288 44 344 53 
CITIZENS	348 44 415 53 
RED	419 44 450 53 
CARPET	454 44 515 53 
HEALTH	519 44 578 53 
INSURANCE	583 44 670 53 
POLICY	674 44 729 53 
Schedule	465 57 531 66 
Unique	328 70 377 80 
Identification	382 70 472 79 
0.SHAHLIP22199V062122	494 70 665 79 
In	31 102 42 110 
consideration	46 101 142 110 
of	147 101 161 110 
payment	165 102 226 112 
of	230 101 244 110 
Rs.24780/-	252 101 320 110 
towards	329 102 384 110 
renewal	389 101 444 110 
premium	448 101 510 112 
of	514 101 528 110 
Policy	533 101 575 112 
number:	580 101 638 110 
P/201115/01/2022/024388,	644 101 821 112 
the	824 101 846 110 
policy	851 101 892 113 
stands	897 101 944 110 
renewed	30 114 89 123 
for	93 114 112 123 
a	118 116 126 123 
further	129 114 176 123 
period	181 114 225 125 
of	230 114 244 123 
1	249 114 254 123 
year	259 116 290 125 
as	295 116 310 123 
per	315 116 338 125 
the	341 114 364 123 
details	368 114 414 123 
given	418 114 456 125 
below.	461 114 506 123 
Renewal	254 160 312 168 
Endorsement	317 160 411 168 
No	415 160 434 169 
:	448 162 451 168 
P/620002/01/2023/000247	461 160 635 169 
Customer	22 177 86 186 
Code	91 177 125 186 
:	159 180 162 187 
AA0029315867	174 177 275 186 
GSTIN	508 176 552 185 
:	655 178 659 186 
23AAJCS4517L1Z6	668 176 798 185 
Customer	22 193 86 202 
Name	90 193 129 202 
:	159 197 162 203 
Mr.RAHUL	174 192 245 201 
CHANDWADHAR	248 192 366 201 
SAC	507 193 537 202 
Code	542 193 575 202 
:	655 195 658 202 
997133/Accident	668 193 765 200 
and	769 193 791 200 
Health	795 192 832 200 
Insurance	836 192 892 200 
Services	896 192 946 200 
Proposer's	23 210 92 221 
Code	96 210 131 219 
:	159 215 162 221 
32929017	174 210 239 218 
Issue	508 210 542 219 
Office	546 210 584 220 
Code	588 210 623 219 
:	655 213 658 219 
620002	668 211 716 219 
Proposer's	23 228 92 239 
Name	96 228 135 237 
:	159 233 162 239 
Mr.RAHUL	179 229 245 238 
CHANDWADHAR	249 229 366 238 
Issue	506 230 541 239 
Office	545 230 584 239 
Name	588 230 627 239 
:	655 233 659 239 
Branch	668 230 714 239 
Office	718 230 756 239 
-	761 234 766 237 
Garoth	769 230 814 239 
Address	22 247 76 257 
:	159 250 163 257 
13	174 247 190 256 
Address	506 247 560 256 
:	655 250 659 257 
College	668 248 717 259 
Road	722 248 756 257 
Gupteshwar,	761 248 843 259 
PAGNIS	174 263 229 272 
PAGA	234 263 275 272 
Mandir	668 262 713 271 
Road	716 262 751 271 
Garoth	756 262 801 271 
INDORE	174 278 231 287 
Pin	668 276 688 285 
No.458880	693 276 764 285 
Indore,Indore,Madhya	176 294 316 305 
Pradesh	322 294 375 303 
-452004	381 295 435 303 
Phone	24 309 65 318 
No	70 309 88 318 
:	159 311 163 318 
0/8770386551/	174 309 274 318 
Phone	509 310 551 319 
No	555 310 574 319 
:	656 311 660 318 
E-mail	23 327 64 337 
Id	69 327 81 337 
:	159 330 163 337 
rahul.chandwadkar@gmail.com	174 327 381 339 
E-mail	509 327 550 335 
Id	555 327 566 336 
:	656 329 660 336 
garoth.bo@starhealth.in	666 327 824 337 
Proposer	22 346 82 357 
GSTIN	86 346 131 355 
:	159 348 164 356 
-	176 351 181 354 
Place	510 345 546 354 
of	550 345 563 354 
Supply	566 345 611 357 
:	656 349 660 356 
-	671 350 676 353 
Proposal	22 363 79 374 
Date	84 363 115 372 
:	159 366 163 373 
23/03/2019	175 363 248 371 
Fulfiller	508 363 556 372 
Code	560 363 595 372 
:	656 365 660 372 
SH67562	666 362 728 371 
Date	24 379 54 388 
of	58 379 72 388 
Inception	75 379 134 390 
of	138 379 151 388 
first	155 379 179 388 
policy	182 379 220 390 
:	264 381 268 388 
23-MAR-2019	289 380 381 388 
Renewal	24 393 80 403 
Year	85 393 116 403 
:	159 396 163 403 
Fourth	176 393 218 403 
Year	221 393 253 403 
Collection	23 410 87 419 
Number	92 410 144 419 
:	159 412 163 419 
1783000307	176 410 257 419 
Collection	23 424 87 433 
Date	92 424 122 433 
:	159 427 163 433 
18/03/2023	176 425 248 434 
Intermediary	502 424 615 438 
Code	619 424 663 436 
:	673 427 676 434 
LC0000000371	689 425 834 438 
Premium	25 444 84 453 
:Rs	90 443 111 452 
21,000	118 443 163 453 
/-	171 443 181 452 
Name	507 447 552 457 
M/S.TURTLEMINT	665 447 825 457 
INSURANCE	829 447 935 457 
:	654 454 658 461 
CGST	23 464 67 473 
@9%	70 465 105 474 
:	111 467 115 473 
1,890/-	122 465 169 475 
SGST	179 465 219 474 
/	223 466 228 473 
UTGST	232 465 281 474 
@9%	286 465 323 475 
1,890/-	335 465 382 475 
BROKING	665 463 752 475 
SERVICES	757 463 846 474 
PRIVATE	851 463 932 474 
Stamp	25 483 68 494 
Duty	72 483 102 494 
:Re	107 483 129 492 
1	139 483 145 491 
/-	153 483 163 492 
Phone	509 477 556 487 
No	561 477 583 487 
Total	215 484 248 493 
Premium	253 484 311 493 
:Rs	316 483 338 493 
24,780	345 483 391 493 
/-	394 484 403 493 
:	654 482 658 489 
18002660101/9937775334	666 477 858 489 
E-mail	509 507 561 517 
Id	565 507 581 517 
:	654 510 658 517 
statement.invictus@turtlemint.com	663 507 937 518 
Total	24 540 58 549 
Premium	64 540 125 549 
In	131 540 142 549 
Words	146 540 193 549 
:	222 542 226 549 
Rupees	231 540 283 551 
Twenty	288 540 338 551 
Four	347 540 379 549 
Thousand	383 540 453 549 
Seven	458 540 499 549 
Hundred	505 540 565 549 
Eighty	570 540 614 551 
Only	619 540 651 551 
Period	30 562 75 571 
Of	80 562 96 571 
Insurance	101 562 169 571 
From	218 562 253 571 
:	292 564 295 571 
23/03/2023	309 562 391 572 
00:00	395 562 437 572 
Hrs	469 562 495 572 
To	606 562 624 571 
:	652 565 656 572 
Midnight	672 561 740 573 
Of	745 561 763 571 
22/03/2024	768 561 850 571 
Policy	32 579 75 590 
Type	79 579 114 590 
:	158 582 162 589 
Individual	175 580 236 588 
Installment	22 597 86 606 
Facility	89 597 130 607 
Optn	134 597 162 607 
:No	166 597 185 606 
Premium	287 596 339 604 
Payment	343 596 395 606 
Frequency	398 596 460 606 
:Annual	464 596 508 604 
Installment	638 597 702 606 
Amount	705 598 750 606 
Rs.	754 597 772 606 
:	776 600 781 605 
0	783 598 791 606 
Details	21 613 68 622 
of	72 613 86 622 
Insured	91 613 143 622 
Persons	148 613 205 622 
:	211 615 214 622 
SI.	27 632 42 640 
Name	108 637 144 645 
Sex	221 636 243 643 
Date	267 636 295 643 
of	299 635 311 643 
Age	337 634 368 647 
in	373 634 386 644 
Relationship	399 633 476 644 
with	480 633 506 642 
OP	541 633 559 641 
Limit	563 633 595 642 
ID	646 636 659 643 
Card	664 636 692 643 
No	696 636 713 643 
Co-	749 631 771 639 
Sum	815 634 842 642 
Inception	884 630 948 641 
No.	25 643 45 651 
Birth	274 646 303 654 
Yrs	349 648 375 658 
Proposer	424 644 481 654 
Rs.	558 644 577 652 
Pay	749 642 772 652 
Insured	805 645 852 653 
Date	900 643 931 652 
(Rs.)	815 656 843 666 
1	31 678 37 687 
LATA	76 677 114 686 
VASUDEV	117 677 188 687 
F	228 677 236 687 
09/02/1950	254 678 326 687 
73	353 677 369 686 
MOTHER	420 677 484 687 
1200	551 677 582 685 
11008652-1	631 676 706 684 
30	751 675 767 683 
750000	803 678 852 687 
23/03/2019	885 678 958 687 
CHANDWADKAR	74 690 191 699 
Details	28 711 73 720 
of	76 711 89 720 
Pre	94 711 116 720 
Existing	121 711 171 722 
Diseases	176 711 236 720 
relating	241 711 288 722 
to	292 712 305 720 
the	308 711 329 720 
above	334 711 373 720 
person	378 713 423 722 
:	428 713 431 720 
Diabetes	463 711 521 721 
Mellitus	525 712 575 721 
and	579 712 603 720 
its	607 712 622 720 
complications	626 712 715 723 
Entered	77 839 122 847 
by	126 839 141 849 
:	172 842 175 848 
SH69518	181 840 235 848 
For	622 837 642 845 
Star	645 837 669 845 
Health	673 837 710 845 
and	714 837 736 845 
Allied	739 837 772 846 
Insurance	776 837 832 845 
Company	836 837 892 847 
Ltd.	896 837 917 846 
Approved	76 860 132 869 
by	136 860 149 869 
:	171 861 174 867 
SH22415	179 861 234 869 
IRDAI	78 881 125 892 
Regn.	131 881 179 894 
No	186 881 208 892 
129	216 881 244 892 
R.Morn	748 863 845 891 
Corporate	75 897 160 910 
Identity	166 897 228 910 
Number	235 897 301 908 
L66010TN2005PLC056649	312 897 533 907 
Email	75 912 121 923 
ID	128 912 145 923 
:	151 915 154 923 
info@starhealth.in	161 912 318 923 
Authorised	709 913 771 922 
Signatory	775 913 831 924 
2	853 933 862 941 
of	874 931 887 940 
4	892 932 900 940 

STAR	51 25 132 43 
Health	140 36 166 42 
Personal	64 44 96 50 
&	98 44 105 50 
Caring	106 44 131 50 
Insurance	140 44 178 50 
The	34 55 48 60 
Health	51 54 77 60 
Insurance	79 55 121 60 
Specialist	123 55 164 61 
Star	187 40 244 57 
Health	255 40 348 57 
and	359 40 411 57 
Allied	422 40 508 57 
Insurance	521 40 655 57 
Company	667 40 807 60 
Limited	818 40 925 57 
Attached	18 70 81 79 
to	85 71 98 79 
and	104 70 129 79 
forming	134 70 188 81 
part	192 71 219 81 
of	224 70 238 79 
Policy	243 70 285 81 
No	290 70 310 79 
P/211223/01/2023/004659	366 70 538 78 
Details	14 90 65 100 
of	71 90 86 100 
Insured	92 90 149 100 
